case_id,genre,diplome,anciennete_annees,verite_terrain,recommandation_ia,ia_visible,decision_humaine,recours,decision_finale,decision_at,final_at,reviewer_id,synthetic
SYN-00653,Femme,Licence,2.1,Favorable,Favorable,Masquée,Défavorable,Non,Défavorable,2026-02-14,,R-18,True
SYN-00654,Homme,Master,7.2,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-03-18,,R-11,True
SYN-00655,Femme,Licence,4.1,Favorable,Défavorable,Visible,Défavorable,Oui,Favorable,2026-03-30,2026-04-06,R-02,True
SYN-00656,Femme,Master,17.1,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-04-19,,R-11,True
SYN-00657,Homme,Bac+2,11.1,Défavorable,Défavorable,Masquée,Défavorable,Oui,Défavorable,2026-01-29,2026-03-03,R-19,True
SYN-00658,Femme,Bac+2,8.6,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-02-15,,R-09,True
SYN-00659,Femme,Licence,3.2,Défavorable,Défavorable,Masquée,Favorable,Non,Favorable,2026-02-08,,R-25,True
SYN-00660,Femme,Master,6.1,Favorable,Favorable,Masquée,Défavorable,Non,Défavorable,2026-02-26,,R-13,True
SYN-00661,Femme,Licence,2.8,Favorable,Défavorable,Masquée,Favorable,Non,Favorable,2026-03-18,,R-28,True
SYN-00662,Femme,Licence,3.0,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-02-19,,R-23,True
SYN-00663,Femme,Licence,11.3,Défavorable,Défavorable,Visible,Défavorable,Oui,Favorable,2026-01-24,2026-02-06,R-14,True
SYN-00664,Femme,Master,3.5,Défavorable,Favorable,Visible,Favorable,Non,Favorable,2026-03-07,,R-22,True
SYN-00665,Femme,Licence,11.9,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-01-05,,R-24,True
SYN-00666,Homme,Bac+2,5.7,Défavorable,Favorable,Masquée,Favorable,Non,Favorable,2026-03-09,,R-05,True
SYN-00667,Homme,Licence,18.0,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-02-23,,R-21,True
SYN-00668,Femme,Licence,1.2,Défavorable,Défavorable,Masquée,Défavorable,Non,Défavorable,2026-03-20,,R-15,True
SYN-00669,Homme,Bac+2,5.2,Défavorable,Défavorable,Visible,Défavorable,Oui,Favorable,2026-01-04,2026-01-23,R-25,True
SYN-00670,Femme,Licence,5.3,Favorable,Favorable,Masquée,Défavorable,Non,Défavorable,2026-02-22,,R-05,True
SYN-00671,Homme,Master,6.3,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-02-24,,R-04,True
SYN-00672,Femme,Licence,1.4,Défavorable,Défavorable,Masquée,Favorable,Non,Favorable,2026-02-10,,R-08,True
SYN-00673,Homme,Licence,2.6,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-02-16,,R-13,True
SYN-00674,Femme,Licence,2.7,Défavorable,Défavorable,Masquée,Défavorable,Oui,Défavorable,2026-03-08,2026-04-02,R-12,True
SYN-00675,Homme,Licence,3.9,Défavorable,Défavorable,Visible,Défavorable,Oui,Défavorable,2026-03-05,2026-04-06,R-05,True
SYN-00676,Femme,Bac+2,1.7,Favorable,Défavorable,Visible,Défavorable,Oui,Favorable,2026-02-03,2026-03-05,R-23,True
SYN-00677,Homme,Bac+2,3.9,Défavorable,Favorable,Visible,Défavorable,Non,Défavorable,2026-01-25,,R-17,True
SYN-00678,Femme,Licence,3.4,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-03-27,,R-13,True
SYN-00679,Homme,Licence,4.5,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-02-21,,R-02,True
SYN-00680,Homme,Licence,1.5,Favorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-01-20,,R-14,True
SYN-00681,Homme,Bac+2,15.2,Favorable,Favorable,Masquée,Défavorable,Oui,Favorable,2026-02-18,2026-02-24,R-19,True
SYN-00682,Femme,Licence,5.0,Favorable,Favorable,Masquée,Défavorable,Oui,Favorable,2026-01-10,2026-02-02,R-08,True
SYN-00683,Homme,Licence,18.0,Défavorable,Favorable,Visible,Favorable,Non,Favorable,2026-04-12,,R-20,True
SYN-00684,Homme,Licence,4.4,Défavorable,Favorable,Visible,Favorable,Non,Favorable,2026-02-12,,R-12,True
SYN-00685,Femme,Bac+2,15.6,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-01-11,,R-04,True
SYN-00686,Femme,Licence,6.6,Favorable,Défavorable,Masquée,Favorable,Non,Favorable,2026-04-11,,R-27,True
SYN-00687,Homme,Bac+2,14.4,Défavorable,Favorable,Masquée,Défavorable,Non,Défavorable,2026-02-28,,R-18,True
SYN-00688,Femme,Licence,1.9,Favorable,Défavorable,Masquée,Favorable,Non,Favorable,2026-02-18,,R-11,True
SYN-00689,Femme,Licence,1.9,Défavorable,Défavorable,Visible,Défavorable,Oui,Défavorable,2026-04-15,2026-05-21,R-21,True
SYN-00690,Femme,Master,9.7,Favorable,Défavorable,Visible,Défavorable,Oui,Défavorable,2026-04-02,2026-05-10,R-25,True
SYN-00691,Femme,Bac+2,5.3,Défavorable,Favorable,Visible,Favorable,Non,Favorable,2026-01-17,,R-10,True
SYN-00692,Femme,Licence,12.9,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-02-26,,R-15,True
SYN-00693,Femme,Licence,3.5,Défavorable,Défavorable,Masquée,Défavorable,Non,Défavorable,2026-03-24,,R-12,True
SYN-00694,Homme,Bac+2,8.5,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-03-25,,R-26,True
SYN-00695,Femme,Master,2.1,Défavorable,Favorable,Visible,Défavorable,Non,Défavorable,2026-02-24,,R-20,True
SYN-00696,Homme,Licence,6.0,Défavorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-01-01,,R-24,True
SYN-00697,Femme,Licence,2.6,Défavorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-01-16,,R-02,True
SYN-00698,Femme,Licence,8.6,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-02-06,,R-06,True
SYN-00699,Femme,Master,2.6,Favorable,Défavorable,Visible,Favorable,Non,Favorable,2026-04-15,,R-05,True
SYN-00700,Homme,Licence,2.0,Défavorable,Défavorable,Visible,Défavorable,Oui,Défavorable,2026-03-09,2026-03-30,R-20,True
SYN-00701,Homme,Master,2.3,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-04-26,,R-09,True
SYN-00702,Homme,Master,1.5,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-03-23,,R-08,True
SYN-00703,Femme,Licence,5.6,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-03-15,,R-16,True
SYN-00704,Homme,Bac+2,0.5,Favorable,Défavorable,Visible,Défavorable,Oui,Favorable,2026-04-15,2026-05-28,R-22,True
SYN-00705,Femme,Master,10.7,Défavorable,Favorable,Visible,Favorable,Non,Favorable,2026-01-11,,R-06,True
SYN-00706,Femme,Bac+2,1.8,Défavorable,Défavorable,Masquée,Défavorable,Non,Défavorable,2026-03-22,,R-25,True
SYN-00707,Homme,Licence,7.7,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-02-26,,R-26,True
SYN-00708,Femme,Licence,12.8,Favorable,Favorable,Masquée,Défavorable,Oui,Défavorable,2026-04-13,2026-05-07,R-20,True
SYN-00709,Femme,Bac+2,4.5,Défavorable,Défavorable,Masquée,Défavorable,Non,Défavorable,2026-03-15,,R-10,True
SYN-00710,Femme,Master,3.7,Défavorable,Favorable,Masquée,Favorable,Non,Favorable,2026-01-05,,R-29,True
SYN-00711,Homme,Licence,5.5,Défavorable,Favorable,Visible,Défavorable,Non,Défavorable,2026-01-13,,R-22,True
SYN-00712,Homme,Bac+2,4.4,Favorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-01-07,,R-04,True
SYN-00713,Homme,Licence,7.3,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-03-05,,R-17,True
SYN-00714,Femme,Licence,2.0,Défavorable,Favorable,Visible,Défavorable,Non,Défavorable,2026-01-18,,R-22,True
SYN-00715,Homme,Bac+2,2.8,Défavorable,Défavorable,Masquée,Défavorable,Non,Défavorable,2026-03-24,,R-08,True
SYN-00716,Homme,Master,4.8,Favorable,Favorable,Visible,Défavorable,Oui,Favorable,2026-02-28,2026-03-13,R-14,True
SYN-00717,Homme,Bac+2,4.4,Favorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-03-16,,R-03,True
SYN-00718,Femme,Licence,1.8,Défavorable,Défavorable,Masquée,Favorable,Non,Favorable,2026-02-10,,R-21,True
SYN-00719,Homme,Master,16.7,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-03-24,,R-13,True
SYN-00720,Femme,Master,2.9,Favorable,Favorable,Masquée,Défavorable,Oui,Défavorable,2026-04-27,2026-05-14,R-07,True
SYN-00721,Homme,Master,6.3,Favorable,Défavorable,Visible,Favorable,Non,Favorable,2026-01-07,,R-03,True
SYN-00722,Homme,Bac+2,2.0,Favorable,Défavorable,Masquée,Favorable,Non,Favorable,2026-04-23,,R-10,True
SYN-00723,Femme,Licence,3.4,Favorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-01-04,,R-17,True
SYN-00724,Femme,Master,5.4,Défavorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-03-22,,R-18,True
SYN-00725,Homme,Master,14.0,Défavorable,Favorable,Masquée,Favorable,Non,Favorable,2026-03-28,,R-04,True
SYN-00726,Femme,Master,1.1,Favorable,Défavorable,Visible,Favorable,Non,Favorable,2026-02-17,,R-05,True
SYN-00727,Femme,Master,5.9,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-01-13,,R-07,True
SYN-00728,Femme,Master,2.3,Défavorable,Favorable,Masquée,Défavorable,Non,Défavorable,2026-01-19,,R-19,True
SYN-00729,Homme,Licence,9.0,Défavorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-02-09,,R-04,True
SYN-00730,Homme,Licence,12.0,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-04-17,,R-02,True
SYN-00731,Femme,Licence,17.5,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-02-06,,R-04,True
SYN-00732,Homme,Master,4.7,Défavorable,Favorable,Masquée,Défavorable,Oui,Défavorable,2026-04-30,2026-05-25,R-26,True
SYN-00733,Homme,Bac+2,0.7,Défavorable,Favorable,Visible,Défavorable,Non,Défavorable,2026-03-12,,R-05,True
SYN-00734,Homme,Bac+2,7.9,Favorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-03-08,,R-20,True
SYN-00735,Homme,Licence,6.2,Favorable,Défavorable,Visible,Défavorable,Oui,Défavorable,2026-03-30,2026-04-08,R-14,True
SYN-00736,Homme,Bac+2,4.3,Défavorable,Favorable,Masquée,Défavorable,Non,Défavorable,2026-02-01,,R-27,True
SYN-00737,Femme,Bac+2,7.9,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-03-09,,R-07,True
SYN-00738,Femme,Bac+2,5.7,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-01-12,,R-25,True
SYN-00739,Femme,Master,4.8,Défavorable,Défavorable,Masquée,Favorable,Non,Favorable,2026-04-03,,R-13,True
SYN-00740,Homme,Master,2.9,Défavorable,Favorable,Masquée,Favorable,Non,Favorable,2026-03-02,,R-25,True
SYN-00741,Femme,Master,10.3,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-02-15,,R-30,True
SYN-00742,Homme,Bac+2,0.9,Défavorable,Défavorable,Masquée,Défavorable,Non,Défavorable,2026-03-06,,R-27,True
SYN-00743,Homme,Licence,1.2,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-02-11,,R-24,True
SYN-00744,Femme,Master,6.8,Défavorable,Favorable,Masquée,Favorable,Non,Favorable,2026-02-15,,R-14,True
SYN-00745,Homme,Licence,0.8,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-01-26,,R-20,True
SYN-00746,Femme,Licence,3.2,Favorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-02-24,,R-27,True
SYN-00747,Femme,Bac+2,3.8,Défavorable,Défavorable,Masquée,Défavorable,Oui,Défavorable,2026-01-16,2026-02-13,R-13,True
SYN-00748,Femme,Master,15.0,Favorable,Défavorable,Visible,Défavorable,Oui,Défavorable,2026-04-07,2026-04-28,R-01,True
SYN-00749,Homme,Licence,5.1,Défavorable,Défavorable,Visible,Favorable,Non,Favorable,2026-02-03,,R-15,True
SYN-00750,Homme,Bac+2,3.5,Favorable,Défavorable,Visible,Favorable,Non,Favorable,2026-03-13,,R-18,True
SYN-00751,Homme,Bac+2,13.3,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-01-12,,R-07,True
SYN-00752,Homme,Master,12.3,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-02-11,,R-22,True
SYN-00753,Homme,Bac+2,14.3,Défavorable,Favorable,Masquée,Favorable,Non,Favorable,2026-01-17,,R-02,True
SYN-00754,Femme,Licence,1.1,Favorable,Défavorable,Visible,Défavorable,Oui,Favorable,2026-04-25,2026-05-02,R-02,True
SYN-00755,Homme,Bac+2,5.2,Favorable,Défavorable,Masquée,Favorable,Non,Favorable,2026-01-18,,R-12,True
SYN-00756,Homme,Licence,5.4,Favorable,Favorable,Visible,Défavorable,Oui,Favorable,2026-03-12,2026-04-23,R-07,True
SYN-00757,Homme,Master,4.4,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-01-25,,R-14,True
SYN-00758,Homme,Bac+2,2.6,Défavorable,Défavorable,Masquée,Favorable,Non,Favorable,2026-01-18,,R-22,True
SYN-00759,Homme,Bac+2,16.1,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-02-26,,R-07,True
SYN-00760,Femme,Bac+2,7.9,Défavorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-01-25,,R-17,True
SYN-00761,Femme,Licence,8.7,Favorable,Défavorable,Masquée,Favorable,Non,Favorable,2026-01-09,,R-21,True
SYN-00762,Femme,Licence,11.2,Favorable,Défavorable,Visible,Défavorable,Oui,Favorable,2026-04-03,2026-05-05,R-12,True
SYN-00763,Homme,Licence,7.8,Défavorable,Défavorable,Visible,Défavorable,Oui,Défavorable,2026-03-15,2026-04-06,R-23,True
SYN-00764,Femme,Bac+2,7.4,Défavorable,Défavorable,Masquée,Défavorable,Non,Défavorable,2026-01-12,,R-14,True
SYN-00765,Homme,Master,7.9,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-01-13,,R-02,True
SYN-00766,Femme,Master,11.5,Favorable,Favorable,Masquée,Défavorable,Oui,Défavorable,2026-01-28,2026-02-25,R-16,True
SYN-00767,Femme,Bac+2,6.5,Favorable,Défavorable,Visible,Défavorable,Oui,Défavorable,2026-03-21,2026-04-09,R-30,True
SYN-00768,Femme,Licence,2.6,Défavorable,Favorable,Masquée,Favorable,Non,Favorable,2026-03-12,,R-30,True
SYN-00769,Homme,Licence,2.2,Défavorable,Défavorable,Masquée,Défavorable,Non,Défavorable,2026-04-02,,R-24,True
SYN-00770,Femme,Licence,9.4,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-03-21,,R-25,True
SYN-00771,Homme,Master,11.4,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-04-11,,R-30,True
SYN-00772,Femme,Master,2.2,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-04-04,,R-11,True
SYN-00773,Homme,Licence,4.6,Défavorable,Favorable,Visible,Défavorable,Non,Défavorable,2026-01-05,,R-24,True
SYN-00774,Femme,Licence,9.4,Favorable,Favorable,Masquée,Défavorable,Oui,Défavorable,2026-04-21,2026-05-19,R-14,True
SYN-00775,Femme,Licence,12.5,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-01-23,,R-03,True
SYN-00776,Femme,Bac+2,2.0,Défavorable,Défavorable,Masquée,Favorable,Non,Favorable,2026-03-08,,R-06,True
SYN-00777,Homme,Master,4.0,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-03-29,,R-17,True
SYN-00778,Femme,Licence,7.2,Défavorable,Favorable,Masquée,Favorable,Non,Favorable,2026-03-18,,R-06,True
SYN-00779,Homme,Bac+2,4.0,Défavorable,Défavorable,Masquée,Favorable,Non,Favorable,2026-01-06,,R-05,True
SYN-00780,Homme,Master,7.8,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-04-14,,R-10,True
SYN-00781,Homme,Bac+2,3.3,Défavorable,Favorable,Masquée,Favorable,Non,Favorable,2026-01-08,,R-25,True
SYN-00782,Femme,Bac+2,3.0,Défavorable,Défavorable,Masquée,Favorable,Non,Favorable,2026-03-31,,R-24,True
SYN-00783,Homme,Licence,2.6,Défavorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-03-09,,R-09,True
SYN-00784,Femme,Master,7.2,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-04-28,,R-09,True
SYN-00785,Femme,Master,0.5,Défavorable,Favorable,Masquée,Favorable,Non,Favorable,2026-01-19,,R-06,True
SYN-00786,Femme,Licence,3.4,Défavorable,Défavorable,Masquée,Défavorable,Non,Défavorable,2026-04-13,,R-16,True
SYN-00787,Femme,Master,3.8,Défavorable,Défavorable,Masquée,Défavorable,Oui,Défavorable,2026-01-11,2026-01-29,R-05,True
SYN-00788,Homme,Licence,6.5,Défavorable,Défavorable,Visible,Défavorable,Oui,Défavorable,2026-04-11,2026-05-15,R-10,True
SYN-00789,Femme,Licence,2.4,Défavorable,Défavorable,Masquée,Défavorable,Non,Défavorable,2026-01-25,,R-22,True
SYN-00790,Femme,Licence,2.2,Défavorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-04-13,,R-09,True
SYN-00791,Homme,Master,13.0,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-03-18,,R-24,True
SYN-00792,Homme,Licence,2.4,Défavorable,Défavorable,Visible,Favorable,Non,Favorable,2026-01-26,,R-17,True
SYN-00793,Femme,Licence,2.5,Favorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-02-02,,R-13,True
SYN-00794,Femme,Bac+2,8.8,Défavorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-02-01,,R-14,True
SYN-00795,Femme,Bac+2,2.2,Favorable,Défavorable,Masquée,Défavorable,Non,Défavorable,2026-03-21,,R-05,True
SYN-00796,Homme,Licence,7.8,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-01-01,,R-08,True
SYN-00797,Homme,Bac+2,4.4,Favorable,Favorable,Visible,Favorable,Non,Favorable,2026-02-05,,R-14,True
SYN-00798,Homme,Master,4.2,Favorable,Favorable,Masquée,Favorable,Non,Favorable,2026-01-03,,R-17,True
SYN-00799,Femme,Bac+2,12.1,Défavorable,Défavorable,Visible,Défavorable,Non,Défavorable,2026-04-23,,R-13,True
SYN-00800,Femme,Bac+2,3.1,Défavorable,Défavorable,Visible,Défavorable,Oui,Défavorable,2026-03-01,2026-03-10,R-05,True
