status,duration_months,credit_history,purpose,amount_dm,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk,age_group
below_0_dm,48,no_or_repaid_credits,furniture_equipment,3060,unknown_or_none,4_to_7_years,4,male_married_or_widowed,none,4,unknown_or_none,28,none,rent,2,skilled_employee_or_official,2,no,no,bad,25_34
no_checking_account,18,no_or_repaid_credits,furniture_equipment,2600,unknown_or_none,1_to_4_years,4,male_married_or_widowed,none,4,real_estate,65,none,own,2,skilled_employee_or_official,2,no,no,bad,50_plus
200_plus_dm,21,past_delay,other,5003,1000_plus_dm,1_to_4_years,1,female_non_single_or_male_single,none,4,car_or_other,29,bank,rent,2,skilled_employee_or_official,2,yes,no,bad,25_34
below_0_dm,60,no_or_repaid_credits,repairs,6288,unknown_or_none,1_to_4_years,4,male_married_or_widowed,none,4,real_estate,42,none,own,1,skilled_employee_or_official,2,no,no,bad,35_49
200_plus_dm,24,repaid_to_date,other,2538,unknown_or_none,7_plus_years,4,male_married_or_widowed,none,4,savings_or_life_insurance,47,none,rent,2,resident_unskilled,1,no,no,bad,35_49
200_plus_dm,9,no_or_repaid_credits,furniture_equipment,1478,unknown_or_none,4_to_7_years,4,male_married_or_widowed,none,2,savings_or_life_insurance,22,none,rent,1,skilled_employee_or_official,2,no,no,bad,under_25
below_0_dm,39,all_repaid_at_bank,furniture_equipment,4933,unknown_or_none,4_to_7_years,2,male_married_or_widowed,guarantor,2,unknown_or_none,25,none,rent,2,skilled_employee_or_official,2,no,no,bad,25_34
200_plus_dm,18,all_repaid_at_bank,other,1530,unknown_or_none,1_to_4_years,3,male_married_or_widowed,none,2,car_or_other,32,bank,rent,2,skilled_employee_or_official,2,no,no,bad,25_34
below_0_dm,9,critical_or_other_credits,other,1437,below_100_dm,4_to_7_years,2,male_married_or_widowed,none,3,real_estate,29,none,rent,1,skilled_employee_or_official,2,no,no,bad,25_34
no_checking_account,15,no_or_repaid_credits,radio_television,1275,1000_plus_dm,1_to_4_years,4,female_non_single_or_male_single,none,2,savings_or_life_insurance,24,none,free,1,skilled_employee_or_official,2,no,no,bad,under_25
no_checking_account,24,no_or_repaid_credits,furniture_equipment,1823,unknown_or_none,unemployed,4,male_married_or_widowed,none,2,savings_or_life_insurance,30,stores,rent,1,manager_or_self_employed,1,no,no,bad,25_34
no_checking_account,9,no_or_repaid_credits,other,1422,unknown_or_none,under_1_year,3,male_married_or_widowed,none,2,real_estate,27,none,own,1,manager_or_self_employed,2,yes,no,bad,25_34
no_checking_account,18,no_or_repaid_credits,radio_television,1217,unknown_or_none,1_to_4_years,4,female_single,none,3,unknown_or_none,47,none,rent,1,resident_unskilled,2,yes,no,bad,35_49
no_checking_account,36,no_or_repaid_credits,other,9271,unknown_or_none,4_to_7_years,2,male_married_or_widowed,none,1,savings_or_life_insurance,24,none,rent,1,skilled_employee_or_official,2,yes,no,bad,under_25
no_checking_account,36,repaid_to_date,retraining,2145,unknown_or_none,4_to_7_years,2,male_married_or_widowed,none,1,savings_or_life_insurance,24,none,rent,2,skilled_employee_or_official,2,yes,no,bad,under_25
no_checking_account,36,no_or_repaid_credits,other,1842,unknown_or_none,under_1_year,4,female_non_single_or_male_single,none,4,savings_or_life_insurance,34,none,rent,1,skilled_employee_or_official,2,yes,no,bad,25_34
below_0_dm,18,repaid_to_date,used_car,4297,unknown_or_none,7_plus_years,4,male_divorced_or_separated,none,3,real_estate,40,none,rent,1,manager_or_self_employed,2,yes,no,bad,35_49
no_checking_account,6,all_repaid_at_bank,used_car,3384,unknown_or_none,1_to_4_years,1,male_divorced_or_separated,none,4,unknown_or_none,44,none,free,1,manager_or_self_employed,2,yes,no,bad,35_49
below_0_dm,18,all_repaid_at_bank,furniture_equipment,1245,unknown_or_none,1_to_4_years,4,female_single,none,2,savings_or_life_insurance,33,none,rent,1,skilled_employee_or_official,2,no,no,bad,25_34
200_plus_dm,15,no_or_repaid_credits,repairs,4623,below_100_dm,1_to_4_years,3,male_married_or_widowed,none,2,car_or_other,40,none,rent,1,manager_or_self_employed,2,yes,no,bad,35_49
below_0_dm,30,all_repaid_at_bank,used_car,8386,unknown_or_none,4_to_7_years,2,male_married_or_widowed,none,2,car_or_other,49,none,rent,1,skilled_employee_or_official,2,no,no,bad,35_49
no_checking_account,24,repaid_to_date,furniture_equipment,1024,unknown_or_none,under_1_year,4,female_single,none,4,unknown_or_none,48,stores,rent,1,skilled_employee_or_official,2,no,no,bad,35_49
below_0_dm,36,no_or_repaid_credits,other,14318,unknown_or_none,7_plus_years,4,male_married_or_widowed,none,2,real_estate,57,none,own,1,manager_or_self_employed,2,yes,no,bad,50_plus
below_0_dm,6,critical_or_other_credits,repairs,433,500_to_1000_dm,under_1_year,4,female_non_single_or_male_single,none,2,car_or_other,24,bank,free,1,skilled_employee_or_official,1,no,no,bad,under_25
no_checking_account,12,critical_or_other_credits,furniture_equipment,2149,unknown_or_none,1_to_4_years,4,male_divorced_or_separated,none,1,real_estate,29,none,own,1,skilled_employee_or_official,2,no,no,bad,25_34
200_plus_dm,24,no_or_repaid_credits,furniture_equipment,2397,100_to_500_dm,7_plus_years,3,male_married_or_widowed,none,2,savings_or_life_insurance,35,bank,rent,2,skilled_employee_or_official,2,yes,no,bad,35_49
below_0_dm,6,critical_or_other_credits,other,931,below_100_dm,under_1_year,1,female_non_single_or_male_single,none,1,car_or_other,32,stores,rent,1,resident_unskilled,2,no,no,bad,25_34
below_0_dm,15,repaid_to_date,domestic_appliances,1512,500_to_1000_dm,1_to_4_years,3,female_single,none,3,car_or_other,61,stores,rent,2,skilled_employee_or_official,2,no,no,bad,50_plus
below_0_dm,24,past_delay,retraining,4241,unknown_or_none,1_to_4_years,1,male_married_or_widowed,none,4,unknown_or_none,36,none,rent,3,resident_unskilled,2,yes,no,bad,35_49
below_0_dm,24,all_repaid_at_bank,used_car,4736,unknown_or_none,under_1_year,2,female_non_single_or_male_single,none,4,savings_or_life_insurance,25,bank,rent,1,resident_unskilled,2,no,no,bad,25_34
below_0_dm,15,past_delay,other,1778,unknown_or_none,under_1_year,2,female_non_single_or_male_single,none,1,unknown_or_none,26,none,free,2,unemployed_or_nonresident_unskilled,2,no,no,bad,25_34
0_to_200_dm,15,no_or_repaid_credits,furniture_equipment,2327,unknown_or_none,under_1_year,2,female_non_single_or_male_single,none,3,unknown_or_none,25,none,rent,1,resident_unskilled,2,no,no,bad,25_34
no_checking_account,24,critical_or_other_credits,used_car,6872,unknown_or_none,under_1_year,2,male_divorced_or_separated,none,1,car_or_other,55,bank,rent,1,skilled_employee_or_official,2,yes,no,bad,50_plus
no_checking_account,12,no_or_repaid_credits,repairs,795,unknown_or_none,under_1_year,4,female_non_single_or_male_single,none,4,car_or_other,53,none,rent,1,skilled_employee_or_official,2,no,no,bad,50_plus
0_to_200_dm,30,repaid_to_date,retraining,1908,unknown_or_none,7_plus_years,4,male_married_or_widowed,none,4,unknown_or_none,66,none,rent,1,manager_or_self_employed,2,yes,no,bad,50_plus
below_0_dm,36,past_delay,retraining,1953,unknown_or_none,7_plus_years,4,male_married_or_widowed,none,4,real_estate,61,none,own,1,manager_or_self_employed,2,yes,no,bad,50_plus
0_to_200_dm,18,no_or_repaid_credits,used_car,2864,unknown_or_none,1_to_4_years,2,male_married_or_widowed,none,1,unknown_or_none,34,none,rent,1,resident_unskilled,1,no,no,bad,25_34
0_to_200_dm,21,all_repaid_at_bank,repairs,2319,unknown_or_none,under_1_year,2,male_divorced_or_separated,none,1,savings_or_life_insurance,33,none,free,1,skilled_employee_or_official,2,no,no,bad,25_34
no_checking_account,24,no_or_repaid_credits,other,915,1000_plus_dm,7_plus_years,4,female_non_single_or_male_single,none,2,savings_or_life_insurance,29,bank,rent,1,skilled_employee_or_official,2,no,no,bad,25_34
0_to_200_dm,24,no_or_repaid_credits,other,947,unknown_or_none,4_to_7_years,4,male_married_or_widowed,none,3,real_estate,38,bank,own,1,skilled_employee_or_official,1,no,no,bad,35_49
no_checking_account,24,no_or_repaid_credits,other,1381,1000_plus_dm,1_to_4_years,4,female_non_single_or_male_single,none,2,car_or_other,35,none,rent,1,skilled_employee_or_official,2,no,no,bad,35_49
no_checking_account,24,no_or_repaid_credits,other,1285,1000_plus_dm,4_to_7_years,4,female_non_single_or_male_single,none,4,real_estate,32,none,free,1,skilled_employee_or_official,2,no,no,bad,25_34
no_checking_account,24,no_or_repaid_credits,other,1371,1000_plus_dm,1_to_4_years,4,female_non_single_or_male_single,none,4,unknown_or_none,25,none,free,1,skilled_employee_or_official,2,no,no,bad,25_34
below_0_dm,18,no_or_repaid_credits,other,1042,1000_plus_dm,1_to_4_years,4,female_non_single_or_male_single,none,2,car_or_other,33,none,rent,1,skilled_employee_or_official,2,no,no,bad,25_34
no_checking_account,12,no_or_repaid_credits,other,900,1000_plus_dm,1_to_4_years,4,female_single,none,2,savings_or_life_insurance,23,none,rent,1,skilled_employee_or_official,2,no,no,bad,under_25
no_checking_account,24,no_or_repaid_credits,other,1207,unknown_or_none,under_1_year,4,female_non_single_or_male_single,none,4,car_or_other,24,none,free,1,skilled_employee_or_official,2,no,no,bad,under_25
below_0_dm,18,past_delay,other,2278,below_100_dm,under_1_year,3,female_non_single_or_male_single,none,3,savings_or_life_insurance,28,none,rent,2,skilled_employee_or_official,2,no,no,bad,25_34
no_checking_account,60,repaid_to_date,retraining,6836,unknown_or_none,7_plus_years,3,male_married_or_widowed,none,4,real_estate,63,none,rent,2,skilled_employee_or_official,2,yes,no,bad,50_plus
no_checking_account,24,no_or_repaid_credits,used_car,3345,unknown_or_none,7_plus_years,4,male_married_or_widowed,none,2,car_or_other,39,none,free,1,manager_or_self_employed,2,yes,no,bad,35_49
no_checking_account,6,critical_or_other_credits,repairs,1198,unknown_or_none,7_plus_years,4,female_non_single_or_male_single,none,4,real_estate,35,none,own,1,skilled_employee_or_official,2,no,no,bad,35_49
below_0_dm,48,no_or_repaid_credits,retraining,15672,unknown_or_none,1_to_4_years,2,male_married_or_widowed,none,2,savings_or_life_insurance,23,none,rent,1,skilled_employee_or_official,2,yes,no,bad,under_25
no_checking_account,60,no_or_repaid_credits,retraining,7297,unknown_or_none,7_plus_years,4,male_married_or_widowed,co_applicant,4,real_estate,36,none,free,1,skilled_employee_or_official,2,no,no,bad,35_49
200_plus_dm,18,no_or_repaid_credits,domestic_appliances,1943,unknown_or_none,under_1_year,4,female_non_single_or_male_single,none,4,unknown_or_none,23,none,rent,1,skilled_employee_or_official,2,no,no,bad,under_25
no_checking_account,18,no_or_repaid_credits,furniture_equipment,3190,unknown_or_none,1_to_4_years,2,female_non_single_or_male_single,none,2,unknown_or_none,24,none,rent,1,skilled_employee_or_official,2,no,no,bad,under_25
below_0_dm,9,critical_or_other_credits,new_car,5129,unknown_or_none,7_plus_years,2,female_non_single_or_male_single,none,4,real_estate,74,bank,own,1,manager_or_self_employed,1,yes,no,bad,50_plus
200_plus_dm,18,repaid_to_date,used_car,1808,unknown_or_none,4_to_7_years,4,female_non_single_or_male_single,none,1,unknown_or_none,22,none,rent,1,skilled_employee_or_official,2,no,no,bad,under_25
0_to_200_dm,10,no_or_repaid_credits,other,1240,below_100_dm,7_plus_years,1,female_non_single_or_male_single,none,4,real_estate,48,none,own,1,resident_unskilled,1,no,no,bad,35_49
no_checking_account,12,no_or_repaid_credits,other,759,unknown_or_none,4_to_7_years,4,male_married_or_widowed,none,2,unknown_or_none,26,none,rent,1,skilled_employee_or_official,2,no,no,bad,25_34
below_0_dm,8,no_or_repaid_credits,used_car,1237,unknown_or_none,1_to_4_years,3,female_non_single_or_male_single,none,4,unknown_or_none,24,none,rent,1,skilled_employee_or_official,2,no,no,bad,under_25
200_plus_dm,9,no_or_repaid_credits,used_car,1980,unknown_or_none,under_1_year,2,female_non_single_or_male_single,co_applicant,2,savings_or_life_insurance,19,none,free,2,skilled_employee_or_official,2,no,no,bad,under_25
below_0_dm,48,no_or_repaid_credits,furniture_equipment,10961,500_to_1000_dm,4_to_7_years,1,male_married_or_widowed,co_applicant,2,real_estate,27,bank,rent,2,skilled_employee_or_official,2,yes,no,bad,25_34
no_checking_account,36,repaid_to_date,repairs,6887,unknown_or_none,1_to_4_years,4,male_married_or_widowed,none,3,car_or_other,29,stores,rent,1,skilled_employee_or_official,2,yes,no,bad,25_34
no_checking_account,24,no_or_repaid_credits,furniture_equipment,1938,unknown_or_none,under_1_year,4,male_divorced_or_separated,none,3,car_or_other,32,none,rent,1,skilled_employee_or_official,2,no,no,bad,25_34
no_checking_account,21,no_or_repaid_credits,furniture_equipment,1835,unknown_or_none,1_to_4_years,3,female_non_single_or_male_single,none,2,unknown_or_none,25,none,rent,2,skilled_employee_or_official,2,yes,no,bad,25_34
no_checking_account,24,repaid_to_date,furniture_equipment,1659,unknown_or_none,under_1_year,4,female_non_single_or_male_single,none,2,savings_or_life_insurance,29,none,free,1,resident_unskilled,2,yes,no,bad,25_34
below_0_dm,6,repaid_to_date,other,1209,unknown_or_none,unemployed,4,male_married_or_widowed,none,4,car_or_other,47,none,rent,1,manager_or_self_employed,2,yes,no,bad,35_49
below_0_dm,48,past_delay,retraining,3844,below_100_dm,4_to_7_years,4,male_married_or_widowed,none,4,real_estate,34,none,own,1,resident_unskilled,1,no,no,bad,25_34
no_checking_account,12,all_repaid_at_bank,other,4843,unknown_or_none,7_plus_years,3,male_married_or_widowed,co_applicant,4,car_or_other,43,none,free,2,skilled_employee_or_official,2,yes,no,bad,35_49
below_0_dm,12,no_or_repaid_credits,domestic_appliances,639,unknown_or_none,1_to_4_years,4,male_married_or_widowed,none,2,savings_or_life_insurance,30,none,rent,1,skilled_employee_or_official,2,no,no,bad,25_34
below_0_dm,48,no_or_repaid_credits,furniture_equipment,5951,unknown_or_none,1_to_4_years,2,female_non_single_or_male_single,none,2,unknown_or_none,22,none,rent,1,skilled_employee_or_official,2,no,no,bad,under_25
below_0_dm,36,past_delay,furniture_equipment,3804,unknown_or_none,1_to_4_years,4,female_non_single_or_male_single,none,1,savings_or_life_insurance,42,none,rent,1,skilled_employee_or_official,2,yes,no,bad,35_49
200_plus_dm,36,repaid_to_date,furniture_equipment,4463,unknown_or_none,1_to_4_years,4,male_married_or_widowed,none,2,savings_or_life_insurance,26,none,rent,2,manager_or_self_employed,2,yes,no,bad,25_34
200_plus_dm,36,repaid_to_date,retraining,7980,1000_plus_dm,under_1_year,4,male_married_or_widowed,none,4,savings_or_life_insurance,27,none,free,2,skilled_employee_or_official,2,yes,no,bad,25_34
0_to_200_dm,36,no_or_repaid_credits,furniture_equipment,4210,unknown_or_none,1_to_4_years,4,male_married_or_widowed,none,2,savings_or_life_insurance,26,none,rent,1,skilled_employee_or_official,2,no,no,bad,25_34
200_plus_dm,6,no_or_repaid_credits,used_car,4611,unknown_or_none,under_1_year,1,female_non_single_or_male_single,none,4,car_or_other,32,none,rent,1,skilled_employee_or_official,2,no,no,bad,25_34
below_0_dm,24,no_or_repaid_credits,new_car,11560,unknown_or_none,1_to_4_years,1,female_non_single_or_male_single,none,4,savings_or_life_insurance,23,none,free,2,manager_or_self_employed,2,no,no,bad,under_25
200_plus_dm,18,past_delay,retraining,4165,unknown_or_none,1_to_4_years,2,male_married_or_widowed,none,2,savings_or_life_insurance,36,stores,rent,2,skilled_employee_or_official,1,no,no,bad,35_49
below_0_dm,24,no_or_repaid_credits,used_car,4057,unknown_or_none,4_to_7_years,3,male_divorced_or_separated,none,3,savings_or_life_insurance,43,none,rent,1,skilled_employee_or_official,2,yes,no,bad,35_49
200_plus_dm,18,critical_or_other_credits,other,6458,unknown_or_none,7_plus_years,2,male_married_or_widowed,none,4,real_estate,39,bank,rent,2,manager_or_self_employed,1,yes,no,bad,35_49
200_plus_dm,12,no_or_repaid_credits,other,1386,100_to_500_dm,1_to_4_years,2,female_non_single_or_male_single,none,2,car_or_other,26,none,rent,1,skilled_employee_or_official,2,no,no,bad,25_34
no_checking_account,36,no_or_repaid_credits,repairs,1977,1000_plus_dm,7_plus_years,4,male_married_or_widowed,none,4,real_estate,40,none,rent,1,manager_or_self_employed,2,yes,no,bad,35_49
below_0_dm,18,all_repaid_at_bank,used_car,1928,unknown_or_none,under_1_year,2,male_married_or_widowed,none,2,unknown_or_none,31,none,rent,2,resident_unskilled,2,no,no,bad,25_34
200_plus_dm,12,no_or_repaid_credits,used_car,1123,100_to_500_dm,1_to_4_years,4,female_non_single_or_male_single,none,4,savings_or_life_insurance,29,none,free,1,resident_unskilled,2,no,no,bad,25_34
below_0_dm,24,no_or_repaid_credits,business,11328,unknown_or_none,1_to_4_years,2,male_married_or_widowed,co_applicant,3,savings_or_life_insurance,29,bank,rent,2,manager_or_self_employed,2,yes,no,bad,25_34
below_0_dm,24,all_repaid_at_bank,business,11938,unknown_or_none,1_to_4_years,2,male_married_or_widowed,co_applicant,3,savings_or_life_insurance,39,none,rent,2,manager_or_self_employed,1,yes,no,bad,35_49
below_0_dm,27,all_repaid_at_bank,furniture_equipment,2520,100_to_500_dm,1_to_4_years,4,male_married_or_widowed,none,2,car_or_other,23,none,rent,2,resident_unskilled,2,no,no,bad,under_25
below_0_dm,30,repaid_to_date,furniture_equipment,1919,below_100_dm,under_1_year,4,male_married_or_widowed,none,3,real_estate,30,stores,rent,2,manager_or_self_employed,2,no,no,bad,25_34
below_0_dm,60,critical_or_other_credits,business,14782,below_100_dm,7_plus_years,3,female_non_single_or_male_single,none,4,real_estate,60,bank,own,2,manager_or_self_employed,2,yes,no,bad,50_plus
below_0_dm,36,no_or_repaid_credits,furniture_equipment,2671,below_100_dm,1_to_4_years,4,female_non_single_or_male_single,co_applicant,4,real_estate,50,none,own,1,skilled_employee_or_official,2,no,no,bad,50_plus
below_0_dm,36,no_or_repaid_credits,repairs,12612,below_100_dm,1_to_4_years,1,male_married_or_widowed,none,4,real_estate,47,none,own,1,skilled_employee_or_official,1,yes,no,bad,35_49
below_0_dm,45,no_or_repaid_credits,furniture_equipment,3031,below_100_dm,1_to_4_years,4,male_married_or_widowed,guarantor,4,car_or_other,21,none,free,1,skilled_employee_or_official,2,no,no,bad,under_25
no_checking_account,12,critical_or_other_credits,furniture_equipment,626,unknown_or_none,1_to_4_years,4,female_non_single_or_male_single,none,4,unknown_or_none,24,bank,rent,1,resident_unskilled,2,no,no,bad,under_25
below_0_dm,24,all_repaid_at_bank,retraining,1935,unknown_or_none,7_plus_years,4,male_divorced_or_separated,none,4,unknown_or_none,31,none,rent,2,skilled_employee_or_official,2,yes,no,bad,25_34
0_to_200_dm,24,all_repaid_at_bank,other,1344,1000_plus_dm,4_to_7_years,4,male_married_or_widowed,none,2,unknown_or_none,37,bank,rent,2,resident_unskilled,1,no,no,bad,35_49
200_plus_dm,18,no_or_repaid_credits,used_car,1533,unknown_or_none,under_1_year,4,female_single,co_applicant,1,car_or_other,43,none,rent,1,resident_unskilled,1,no,no,bad,35_49
no_checking_account,48,no_or_repaid_credits,other,3931,unknown_or_none,4_to_7_years,4,male_married_or_widowed,none,4,real_estate,46,none,own,1,skilled_employee_or_official,1,no,no,bad,35_49
no_checking_account,24,critical_or_other_credits,used_car,3349,100_to_500_dm,under_1_year,4,male_married_or_widowed,none,4,real_estate,30,none,own,1,skilled_employee_or_official,1,yes,no,bad,25_34
no_checking_account,36,no_or_repaid_credits,furniture_equipment,2302,unknown_or_none,1_to_4_years,4,male_divorced_or_separated,none,4,savings_or_life_insurance,31,none,free,1,skilled_employee_or_official,2,no,no,bad,25_34
no_checking_account,42,no_or_repaid_credits,furniture_equipment,3965,unknown_or_none,under_1_year,4,male_married_or_widowed,none,3,savings_or_life_insurance,34,none,rent,1,skilled_employee_or_official,2,no,no,bad,25_34
no_checking_account,12,no_or_repaid_credits,furniture_equipment,727,below_100_dm,under_1_year,4,female_single,none,3,real_estate,33,none,rent,1,resident_unskilled,2,yes,no,bad,25_34
200_plus_dm,48,no_or_repaid_credits,retraining,3914,1000_plus_dm,1_to_4_years,4,male_divorced_or_separated,none,2,unknown_or_none,38,bank,rent,1,skilled_employee_or_official,2,no,no,bad,35_49
no_checking_account,48,no_or_repaid_credits,retraining,4308,unknown_or_none,under_1_year,3,female_non_single_or_male_single,none,4,car_or_other,24,none,free,1,skilled_employee_or_official,2,no,no,bad,under_25
below_0_dm,12,no_or_repaid_credits,furniture_equipment,1534,unknown_or_none,under_1_year,1,female_single,none,1,unknown_or_none,23,none,free,1,skilled_employee_or_official,2,no,no,bad,under_25
200_plus_dm,18,all_repaid_at_bank,other,2775,unknown_or_none,4_to_7_years,2,male_married_or_widowed,none,2,car_or_other,31,bank,rent,2,skilled_employee_or_official,2,no,no,bad,25_34
no_checking_account,40,all_repaid_at_bank,repairs,5998,unknown_or_none,1_to_4_years,4,male_married_or_widowed,none,3,real_estate,27,bank,rent,1,skilled_employee_or_official,2,yes,no,bad,25_34
0_to_200_dm,15,all_repaid_at_bank,furniture_equipment,1271,1000_plus_dm,1_to_4_years,3,male_married_or_widowed,none,4,real_estate,39,none,own,2,skilled_employee_or_official,2,yes,no,bad,35_49
below_0_dm,12,no_or_repaid_credits,other,1295,unknown_or_none,under_1_year,3,female_non_single_or_male_single,none,1,savings_or_life_insurance,25,none,free,1,skilled_employee_or_official,2,no,no,bad,25_34
below_0_dm,36,no_or_repaid_credits,new_car,9398,unknown_or_none,under_1_year,1,female_single,none,4,savings_or_life_insurance,28,none,free,1,manager_or_self_employed,2,yes,no,bad,25_34
below_0_dm,12,no_or_repaid_credits,used_car,951,below_100_dm,under_1_year,4,female_non_single_or_male_single,none,4,savings_or_life_insurance,27,bank,free,4,skilled_employee_or_official,2,no,no,bad,25_34
below_0_dm,24,no_or_repaid_credits,other,1355,unknown_or_none,under_1_year,3,female_non_single_or_male_single,none,4,savings_or_life_insurance,25,none,rent,1,resident_unskilled,2,yes,no,bad,25_34
no_checking_account,48,no_or_repaid_credits,radio_television,3051,unknown_or_none,1_to_4_years,3,male_married_or_widowed,none,4,savings_or_life_insurance,54,none,rent,1,skilled_employee_or_official,2,no,no,bad,50_plus
200_plus_dm,36,all_repaid_at_bank,other,7855,unknown_or_none,1_to_4_years,4,female_non_single_or_male_single,none,2,unknown_or_none,25,stores,rent,2,skilled_employee_or_official,2,yes,no,bad,25_34
200_plus_dm,18,no_or_repaid_credits,furniture_equipment,433,unknown_or_none,unemployed,3,female_non_single_or_male_single,co_applicant,4,unknown_or_none,22,none,free,1,skilled_employee_or_official,2,no,no,bad,under_25
200_plus_dm,36,repaid_to_date,retraining,9572,unknown_or_none,under_1_year,1,male_divorced_or_separated,none,1,savings_or_life_insurance,28,none,rent,2,skilled_employee_or_official,2,no,no,bad,25_34
below_0_dm,24,critical_or_other_credits,repairs,1837,unknown_or_none,4_to_7_years,4,female_non_single_or_male_single,none,4,real_estate,34,bank,own,1,resident_unskilled,2,no,no,bad,25_34
below_0_dm,30,all_repaid_at_bank,other,4249,unknown_or_none,unemployed,4,female_single,none,2,savings_or_life_insurance,28,none,rent,2,manager_or_self_employed,2,no,no,bad,25_34
below_0_dm,30,all_repaid_at_bank,other,5234,unknown_or_none,unemployed,4,female_single,none,2,savings_or_life_insurance,28,none,rent,2,manager_or_self_employed,2,no,no,bad,25_34
no_checking_account,48,no_or_repaid_credits,furniture_equipment,6758,unknown_or_none,1_to_4_years,3,female_non_single_or_male_single,none,2,savings_or_life_insurance,31,none,rent,1,skilled_employee_or_official,2,yes,no,bad,25_34
no_checking_account,9,no_or_repaid_credits,furniture_equipment,1366,unknown_or_none,under_1_year,3,female_non_single_or_male_single,none,4,car_or_other,22,none,free,1,skilled_employee_or_official,2,no,no,bad,under_25
no_checking_account,24,critical_or_other_credits,business,1358,1000_plus_dm,7_plus_years,4,male_married_or_widowed,none,3,savings_or_life_insurance,40,stores,rent,1,manager_or_self_employed,2,yes,no,bad,35_49
no_checking_account,18,no_or_repaid_credits,used_car,2473,unknown_or_none,unemployed,4,male_married_or_widowed,none,1,savings_or_life_insurance,25,none,rent,1,unemployed_or_nonresident_unskilled,2,no,no,bad,25_34
0_to_200_dm,9,past_delay,furniture_equipment,1337,unknown_or_none,under_1_year,4,male_married_or_widowed,none,2,savings_or_life_insurance,34,none,rent,2,manager_or_self_employed,2,yes,no,bad,25_34
no_checking_account,48,no_or_repaid_credits,other,7763,unknown_or_none,7_plus_years,4,male_married_or_widowed,none,4,real_estate,42,bank,own,1,manager_or_self_employed,2,no,no,bad,35_49
below_0_dm,15,critical_or_other_credits,other,1264,below_100_dm,1_to_4_years,2,female_single,none,2,car_or_other,25,none,free,1,skilled_employee_or_official,2,no,no,bad,25_34
below_0_dm,15,no_or_repaid_credits,other,2631,below_100_dm,1_to_4_years,2,female_non_single_or_male_single,none,4,savings_or_life_insurance,28,none,free,2,skilled_employee_or_official,2,yes,no,bad,25_34
below_0_dm,48,no_or_repaid_credits,other,6560,below_100_dm,4_to_7_years,3,male_married_or_widowed,none,2,car_or_other,24,none,rent,1,skilled_employee_or_official,2,no,no,bad,under_25
no_checking_account,24,no_or_repaid_credits,other,3123,unknown_or_none,under_1_year,4,female_non_single_or_male_single,none,1,car_or_other,27,none,rent,1,skilled_employee_or_official,2,no,no,bad,25_34
no_checking_account,36,all_repaid_at_bank,repairs,8065,unknown_or_none,1_to_4_years,3,female_non_single_or_male_single,none,2,real_estate,25,none,rent,2,manager_or_self_employed,2,yes,no,bad,25_34
no_checking_account,24,no_or_repaid_credits,furniture_equipment,2439,unknown_or_none,under_1_year,4,female_non_single_or_male_single,none,4,unknown_or_none,35,none,rent,1,skilled_employee_or_official,2,yes,no,bad,35_49
below_0_dm,36,no_or_repaid_credits,used_car,9034,below_100_dm,under_1_year,4,male_married_or_widowed,co_applicant,1,real_estate,29,none,free,1,manager_or_self_employed,2,yes,no,bad,25_34
below_0_dm,60,no_or_repaid_credits,other,14027,unknown_or_none,4_to_7_years,4,male_married_or_widowed,none,2,real_estate,27,none,rent,1,manager_or_self_employed,2,yes,no,bad,25_34
no_checking_account,36,all_repaid_at_bank,new_car,9629,unknown_or_none,4_to_7_years,4,male_married_or_widowed,none,4,savings_or_life_insurance,24,none,rent,2,skilled_employee_or_official,2,yes,no,bad,under_25
below_0_dm,12,no_or_repaid_credits,furniture_equipment,1484,1000_plus_dm,1_to_4_years,2,female_single,none,1,unknown_or_none,25,none,rent,1,skilled_employee_or_official,2,yes,no,bad,25_34
no_checking_account,18,no_or_repaid_credits,used_car,1131,unknown_or_none,unemployed,4,female_non_single_or_male_single,none,2,savings_or_life_insurance,33,none,rent,1,skilled_employee_or_official,2,no,no,bad,25_34
below_0_dm,24,repaid_to_date,used_car,2064,unknown_or_none,unemployed,3,female_non_single_or_male_single,none,2,car_or_other,34,none,rent,1,manager_or_self_employed,2,yes,no,bad,25_34
below_0_dm,18,no_or_repaid_credits,new_car,12976,unknown_or_none,unemployed,3,female_non_single_or_male_single,none,4,real_estate,38,none,own,1,manager_or_self_employed,2,yes,no,bad,35_49
200_plus_dm,21,repaid_to_date,retraining,2580,100_to_500_dm,under_1_year,4,male_married_or_widowed,none,2,unknown_or_none,41,bank,rent,1,resident_unskilled,1,no,no,bad,35_49
200_plus_dm,27,no_or_repaid_credits,other,2570,unknown_or_none,1_to_4_years,3,female_non_single_or_male_single,none,3,unknown_or_none,21,none,free,1,skilled_employee_or_official,2,no,no,bad,under_25
below_0_dm,27,no_or_repaid_credits,retraining,3915,unknown_or_none,1_to_4_years,4,male_married_or_widowed,none,2,savings_or_life_insurance,36,none,rent,1,skilled_employee_or_official,1,yes,no,bad,35_49
