age,workclass,census_weight,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,age_group,hours_band
38,Self-emp-not-inc,245090,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,>50K,35_44,50_plus
39,Local-gov,52401,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K,35_44,50_plus
41,Private,195821,Doctorate,16,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1902,40,United-States,>50K,35_44,35_40
35,Private,108140,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,35_44,50_plus
29,Local-gov,187981,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,25_34,35_40
18,Private,52098,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,<=50K,under_25,under_35
39,Self-emp-not-inc,267412,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K,35_44,50_plus
33,Local-gov,83413,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,50,United-States,>50K,25_34,50_plus
28,Private,632733,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K,25_34,50_plus
30,Private,41210,Assoc-voc,11,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United-States,<=50K,25_34,41_49
36,Private,188800,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,35_44,35_40
34,Private,24361,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,10520,0,40,United-States,>50K,25_34,35_40
48,Private,148576,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,45_54,35_40
61,Private,87300,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,55_plus,35_40
44,State-gov,119567,Masters,14,Separated,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K,35_44,35_40
51,Private,250423,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,>50K,45_54,50_plus
48,Private,26502,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K,45_54,35_40
51,Private,239284,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,45_54,35_40
67,Local-gov,197816,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,24,United-States,<=50K,55_plus,under_35
30,Private,159442,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35,Ireland,<=50K,25_34,35_40
24,Private,211129,Bachelors,13,Never-married,Exec-managerial,Other-relative,White,Female,0,0,60,United-States,>50K,under_25,50_plus
29,Private,227890,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,<=50K,25_34,35_40
47,Local-gov,127678,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,48,United-States,>50K,45_54,41_49
53,Private,110747,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,45_54,35_40
36,Private,170031,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,35_44,35_40
18,Private,178310,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K,under_25,under_35
39,Private,30828,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,35_44,35_40
70,Private,118902,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Scotland,<=50K,55_plus,35_40
55,,125659,HS-grad,9,Married-civ-spouse,,Wife,White,Female,0,0,6,United-States,>50K,55_plus,under_35
22,Private,121076,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K,under_25,35_40
25,Self-emp-not-inc,193716,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K,25_34,50_plus
33,Private,208855,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K,25_34,50_plus
20,,68620,Some-college,10,Never-married,,Own-child,White,Male,0,0,40,United-States,<=50K,under_25,35_40
39,Private,352188,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,35_44,35_40
47,Private,182177,Some-college,10,Divorced,Protective-serv,Unmarried,White,Female,0,0,23,United-States,<=50K,45_54,under_35
61,Self-emp-not-inc,39128,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K,55_plus,35_40
40,State-gov,55294,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,35_44,35_40
23,Private,187447,Some-college,10,Separated,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K,under_25,35_40
38,Self-emp-inc,46385,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,35_44,35_40
18,Private,56613,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,20,United-States,<=50K,under_25,under_35
19,Private,130431,5th-6th,3,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,36,Mexico,<=50K,under_25,35_40
37,Self-emp-not-inc,200352,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K,35_44,50_plus
67,Private,267915,HS-grad,9,Divorced,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K,55_plus,35_40
33,Self-emp-not-inc,100580,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,10,United-States,<=50K,25_34,under_35
37,State-gov,272471,Some-college,10,Widowed,Transport-moving,Unmarried,White,Female,0,0,40,United-States,<=50K,35_44,35_40
41,Private,112656,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K,35_44,35_40
34,Private,223327,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,1672,42,United-States,<=50K,25_34,41_49
52,Private,191130,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States,>50K,45_54,35_40
23,Private,140764,Bachelors,13,Never-married,Sales,Own-child,White,Female,0,1590,40,United-States,<=50K,under_25,35_40
52,Private,220984,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,45_54,35_40
28,Private,236834,9th,5,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,35,Mexico,<=50K,25_34,35_40
20,Private,92863,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,under_25,35_40
41,Private,112763,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,<=50K,35_44,35_40
29,Private,149902,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,80,United-States,<=50K,25_34,50_plus
47,Self-emp-inc,54260,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K,45_54,41_49
27,Private,151382,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K,25_34,35_40
37,Federal-gov,38948,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,35_44,35_40
52,,188431,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,45,United-States,<=50K,45_54,41_49
71,Private,258126,9th,5,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,39,Cuba,<=50K,55_plus,35_40
45,Private,184070,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,40,United-States,<=50K,45_54,35_40
21,Private,119673,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K,under_25,under_35
68,State-gov,420526,Masters,14,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,5,United-States,<=50K,55_plus,under_35
56,Federal-gov,338242,Assoc-voc,11,Widowed,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K,55_plus,35_40
41,,133456,Assoc-acdm,12,Widowed,,Not-in-family,White,Female,0,0,50,United-States,<=50K,35_44,50_plus
35,Private,194404,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,35_44,35_40
20,Local-gov,224229,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,35,United-States,<=50K,under_25,35_40
47,Private,332465,Some-college,10,Divorced,Transport-moving,Unmarried,White,Male,0,0,40,United-States,<=50K,45_54,35_40
28,Private,165218,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,55,United-States,<=50K,25_34,50_plus
20,Private,88676,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K,under_25,35_40
32,State-gov,181119,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,25_34,35_40
23,,172232,Some-college,10,Never-married,,Own-child,White,Male,0,0,40,United-States,<=50K,under_25,35_40
25,Private,167835,Assoc-voc,11,Never-married,Prof-specialty,Own-child,White,Female,0,0,35,United-States,<=50K,25_34,35_40
45,Private,238567,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,15024,0,50,United-States,>50K,45_54,50_plus
35,Private,266645,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,35_44,35_40
36,Private,50707,Bachelors,13,Divorced,Priv-house-serv,Unmarried,White,Female,0,0,40,United-States,<=50K,35_44,35_40
30,Private,427541,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Female,99999,0,40,United-States,>50K,25_34,35_40
54,Private,204304,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,45_54,35_40
20,Private,223811,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,23,United-States,<=50K,under_25,under_35
21,Private,97295,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,45,United-States,<=50K,under_25,41_49
57,Private,195820,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,55_plus,35_40
19,Private,29526,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,32,United-States,<=50K,under_25,under_35
42,Private,201343,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2885,0,40,United-States,<=50K,35_44,35_40
30,Private,325509,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K,25_34,35_40
26,Private,156848,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K,25_34,35_40
21,Private,227220,HS-grad,9,Never-married,Other-service,Other-relative,White,Female,0,0,33,United-States,<=50K,under_25,under_35
20,Private,133061,Some-college,10,Never-married,Transport-moving,Other-relative,White,Male,0,0,40,United-States,<=50K,under_25,35_40
26,Private,263444,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Male,14344,0,40,United-States,>50K,25_34,35_40
32,Self-emp-inc,196385,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,25_34,35_40
42,Private,47012,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,35_44,35_40
30,Private,94235,11th,7,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K,25_34,35_40
52,Private,102828,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,45_54,35_40
26,Private,216842,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,10,United-States,<=50K,25_34,under_35
51,Private,143822,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,45_54,35_40
30,Private,45427,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,70,United-States,<=50K,25_34,50_plus
31,Self-emp-inc,112564,Some-college,10,Never-married,Sales,Other-relative,White,Male,0,0,40,,<=50K,25_34,35_40
38,Private,212252,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States,>50K,35_44,50_plus
60,Private,113080,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K,55_plus,50_plus
43,Private,197093,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,<=50K,35_44,35_40
29,Private,292120,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,30,United-States,<=50K,25_34,under_35
46,Private,117310,HS-grad,9,Separated,Sales,Not-in-family,White,Female,0,0,36,United-States,<=50K,45_54,35_40
53,Local-gov,177063,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,45_54,35_40
38,Private,247506,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,35_44,35_40
28,,243190,Bachelors,13,Never-married,,Not-in-family,Asian-Pac-Islander,Male,0,0,30,,<=50K,25_34,under_35
45,Private,259412,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,50,United-States,>50K,45_54,50_plus
39,Private,430336,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,7688,0,45,United-States,>50K,35_44,41_49
34,Private,54608,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,25_34,35_40
43,Self-emp-not-inc,75993,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K,35_44,35_40
45,Private,192360,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,United-States,>50K,45_54,50_plus
27,Private,239130,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,2444,40,United-States,>50K,25_34,35_40
48,Private,310639,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K,45_54,50_plus
28,Local-gov,104329,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,50,United-States,<=50K,25_34,50_plus
21,Private,265361,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,United-States,<=50K,under_25,50_plus
41,Private,192602,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,35_44,35_40
28,Private,437994,Some-college,10,Never-married,Other-service,Not-in-family,Black,Male,0,0,60,United-States,<=50K,25_34,50_plus
47,Private,145636,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,45_54,35_40
40,Private,77572,Some-college,10,Divorced,Sales,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K,35_44,35_40
33,Private,89360,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,5178,0,55,United-States,>50K,25_34,50_plus
32,Local-gov,194901,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2057,70,United-States,<=50K,25_34,50_plus
48,Private,193451,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,45_54,35_40
33,Private,240441,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K,25_34,41_49
25,Private,230403,Bachelors,13,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K,25_34,35_40
43,Private,199689,Bachelors,13,Married-spouse-absent,Sales,Unmarried,White,Female,0,0,20,United-States,<=50K,35_44,under_35
29,Private,188564,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,45,United-States,>50K,25_34,41_49
47,Private,171807,Some-college,10,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K,45_54,35_40
45,Private,188998,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,38,United-States,<=50K,45_54,35_40
76,,197988,5th-6th,3,Married-civ-spouse,,Husband,White,Male,0,0,8,United-States,<=50K,55_plus,under_35
36,Private,219546,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K,35_44,50_plus
46,Local-gov,216647,10th,6,Divorced,Protective-serv,Unmarried,White,Female,0,0,20,United-States,<=50K,45_54,under_35
46,Self-emp-inc,67725,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,10,United-States,<=50K,45_54,under_35
25,Private,31657,Assoc-voc,11,Separated,Other-service,Not-in-family,White,Female,0,0,34,United-States,<=50K,25_34,under_35
41,Self-emp-not-inc,171351,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K,35_44,50_plus
40,Local-gov,329341,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,>50K,35_44,35_40
39,Federal-gov,116369,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,48,United-States,<=50K,35_44,41_49
26,State-gov,624006,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,25_34,35_40
29,Private,148429,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K,25_34,50_plus
33,Private,219619,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States,>50K,25_34,35_40
22,,33016,Some-college,10,Never-married,,Own-child,White,Male,0,0,40,United-States,<=50K,under_25,35_40
35,Private,189703,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,32,United-States,<=50K,35_44,under_35
24,Private,307267,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,under_25,35_40
24,Private,354351,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,under_25,35_40
30,Private,181460,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,37,United-States,<=50K,25_34,35_40
43,Private,106900,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,35_44,35_40
33,Federal-gov,97654,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,25_34,35_40
35,Local-gov,160728,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K,35_44,41_49
44,Private,150519,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,35_44,35_40
33,State-gov,237903,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,25_34,35_40
21,Private,137510,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,Germany,<=50K,under_25,under_35
36,Private,30269,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,7298,0,32,United-States,>50K,35_44,under_35
26,Federal-gov,271243,12th,8,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,Haiti,<=50K,25_34,35_40
29,,212588,Bachelors,13,Never-married,,Not-in-family,White,Male,0,0,53,United-States,<=50K,25_34,50_plus
27,,95708,11th,7,Divorced,,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K,25_34,35_40
40,Local-gov,147206,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K,35_44,35_40
32,,161288,9th,5,Married-civ-spouse,,Husband,White,Male,0,0,45,United-States,<=50K,25_34,41_49
38,Private,91857,HS-grad,9,Divorced,Other-service,Other-relative,White,Male,0,0,40,United-States,<=50K,35_44,35_40
31,Self-emp-not-inc,190650,Masters,14,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,40,,<=50K,25_34,35_40
36,Private,171393,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,40,United-States,>50K,35_44,35_40
44,State-gov,369131,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K,35_44,35_40
66,Private,147766,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,55_plus,35_40
60,Local-gov,134768,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K,55_plus,35_40
21,,216867,Some-college,10,Never-married,,Other-relative,White,Male,0,0,40,Mexico,<=50K,under_25,35_40
33,Private,149902,Some-college,10,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,<=50K,25_34,35_40
33,Private,93283,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,<=50K,25_34,35_40
34,Self-emp-not-inc,264351,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Mexico,<=50K,25_34,35_40
62,Private,291904,HS-grad,9,Divorced,Priv-house-serv,Not-in-family,Black,Female,0,0,20,United-States,<=50K,55_plus,under_35
21,Self-emp-inc,225442,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K,under_25,35_40
19,Private,193859,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,2176,0,35,Germany,<=50K,under_25,35_40
24,Private,300275,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,under_25,35_40
27,Private,96219,HS-grad,9,Divorced,Other-service,Own-child,White,Female,3418,0,32,United-States,<=50K,25_34,under_35
38,Self-emp-inc,186845,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,35_44,35_40
22,Private,169188,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,under_25,35_40
47,Private,70554,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,>50K,45_54,35_40
38,Private,215392,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,7298,0,45,United-States,>50K,35_44,41_49
47,,104489,10th,6,Married-civ-spouse,,Husband,White,Male,0,0,45,United-States,<=50K,45_54,41_49
37,State-gov,106347,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,65,United-States,<=50K,35_44,50_plus
31,Private,104729,1st-4th,2,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,35,Mexico,<=50K,25_34,35_40
33,Private,250782,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,25_34,35_40
35,Federal-gov,112008,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,Germany,<=50K,35_44,35_40
43,Private,212206,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,<=50K,35_44,41_49
51,Private,150999,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,>50K,45_54,35_40
35,Private,180419,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,35_44,35_40
39,Private,186934,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,38,United-States,<=50K,35_44,35_40
29,Self-emp-not-inc,109621,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,25_34,35_40
27,Local-gov,187746,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,3325,0,25,United-States,<=50K,25_34,under_35
47,Private,127303,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,45_54,35_40
33,Private,454717,Some-college,10,Separated,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,25_34,35_40
53,Private,217201,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,45,United-States,>50K,45_54,41_49
42,Private,38389,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,35_44,35_40
35,Private,147548,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K,35_44,50_plus
28,Private,398220,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K,25_34,35_40
38,Self-emp-not-inc,187346,Assoc-acdm,12,Divorced,Other-service,Unmarried,White,Female,0,0,20,United-States,<=50K,35_44,under_35
65,Self-emp-not-inc,176835,Masters,14,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,7978,0,40,United-States,<=50K,55_plus,35_40
61,Private,119684,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States,<=50K,55_plus,50_plus
24,Private,113631,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,under_25,35_40
48,Private,165484,Bachelors,13,Separated,Sales,Not-in-family,White,Male,0,0,65,United-States,>50K,45_54,50_plus
56,State-gov,270859,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,48,United-States,>50K,55_plus,41_49
28,Private,225809,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,25_34,35_40
80,Private,216073,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,0,0,32,United-States,<=50K,55_plus,under_35
22,Private,228724,Assoc-voc,11,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,under_25,35_40
34,Self-emp-not-inc,136204,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,32,United-States,>50K,25_34,under_35
61,Private,160431,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K,55_plus,35_40
37,Self-emp-not-inc,183127,HS-grad,9,Divorced,Sales,Own-child,White,Female,0,0,40,United-States,<=50K,35_44,35_40
30,Private,250804,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,25_34,35_40
42,Private,256448,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,15,United-States,<=50K,35_44,under_35
30,Private,622192,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,6,United-States,<=50K,25_34,under_35
44,Private,121012,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5013,0,45,United-States,<=50K,35_44,41_49
26,Private,175540,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,25_34,35_40
28,Private,340269,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3137,0,45,United-States,<=50K,25_34,41_49
21,Private,33884,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,under_25,35_40
23,,264874,Assoc-voc,11,Never-married,,Other-relative,White,Female,0,0,40,,<=50K,under_25,35_40
31,State-gov,268832,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,37,United-States,<=50K,25_34,35_40
19,Private,222445,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,United-States,<=50K,under_25,under_35
33,Private,186824,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,25_34,35_40
21,Private,175121,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K,under_25,35_40
18,Private,164134,HS-grad,9,Never-married,Tech-support,Own-child,White,Female,0,0,10,United-States,<=50K,under_25,under_35
66,Private,204283,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K,55_plus,35_40
50,Private,134680,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,45_54,35_40
